Class,File,Surface Area,Volume,Rectangularity,Compactness,Convexity,Eccentricity,Diameter,A3_0,A3_1,A3_2,A3_3,A3_4,A3_5,A3_6,A3_7,A3_8,A3_9,A3_10,A3_11,A3_12,A3_13,A3_14,A3_15,A3_16,A3_17,A3_18,A3_19,A3_20,A3_21,A3_22,A3_23,A3_24,A3_25,A3_26,A3_27,A3_28,A3_29,D1_0,D1_1,D1_2,D1_3,D1_4,D1_5,D1_6,D1_7,D1_8,D1_9,D1_10,D1_11,D1_12,D1_13,D1_14,D1_15,D1_16,D1_17,D1_18,D1_19,D1_20,D1_21,D1_22,D1_23,D1_24,D1_25,D1_26,D1_27,D1_28,D1_29,D2_0,D2_1,D2_2,D2_3,D2_4,D2_5,D2_6,D2_7,D2_8,D2_9,D2_10,D2_11,D2_12,D2_13,D2_14,D2_15,D2_16,D2_17,D2_18,D2_19,D2_20,D2_21,D2_22,D2_23,D2_24,D2_25,D2_26,D2_27,D2_28,D2_29,D3_0,D3_1,D3_2,D3_3,D3_4,D3_5,D3_6,D3_7,D3_8,D3_9,D3_10,D3_11,D3_12,D3_13,D3_14,D3_15,D3_16,D3_17,D3_18,D3_19,D3_20,D3_21,D3_22,D3_23,D3_24,D3_25,D3_26,D3_27,D3_28,D3_29,D4_0,D4_1,D4_2,D4_3,D4_4,D4_5,D4_6,D4_7,D4_8,D4_9,D4_10,D4_11,D4_12,D4_13,D4_14,D4_15,D4_16,D4_17,D4_18,D4_19,D4_20,D4_21,D4_22,D4_23,D4_24,D4_25,D4_26,D4_27,D4_28,D4_29
FloorLamp,D00400.obj,0.3666711626384686,0.3278535826849907,0.0859795879714558,0.0006111816498289795,0.18578038519553675,0.00011159244256043352,0.01043638189634457,0.04184,0.08184,0.0783,0.06532,0.06268,0.06238,0.05646,0.04898,0.04092,0.03924,0.0352,0.0338,0.03218,0.02904,0.02936,0.0263,0.0262,0.02542,0.0243,0.02342,0.0213,0.01978,0.0178,0.016,0.01598,0.01358,0.0126,0.01012,0.00688,0.00278,0.0,0.0562,0.08844,0.08438,0.06824,0.04698,0.05382,0.06416,0.06006,0.06882,0.06354,0.1635,0.05242,0.03074,0.01808,0.00068,6e-05,0.00042,0.0,0.01204,0.06742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02596,0.08088,0.10356,0.11646,0.11738,0.11778,0.08892,0.06596,0.07376,0.07132,0.03912,0.02338,0.0196,0.0162,0.01462,0.01464,0.00958,0.00088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00682,0.04124,0.09586,0.15338,0.17426,0.15354,0.1145,0.09704,0.06296,0.03952,0.02614,0.01724,0.0114,0.00508,0.00098,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01288,0.0781,0.15322,0.2017,0.19582,0.14356,0.09384,0.05596,0.0326,0.01726,0.00866,0.00436,0.00146,0.00048,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FloorLamp,D00408.obj,0.2921120928250472,0.27840803145485116,0.03663315613337721,0.0004285984800131655,0.07450387724940667,8.501375158859152e-06,0.018747967601283045,0.01546,0.03394,0.04942,0.05472,0.06136,0.06254,0.06536,0.07038,0.06926,0.07028,0.06488,0.05798,0.0523,0.0464,0.03902,0.03386,0.02684,0.02268,0.02,0.01638,0.0145,0.01262,0.01008,0.00864,0.00652,0.00498,0.00438,0.00292,0.0018,0.0005,0.0003,0.00786,0.02802,0.01446,0.02318,0.04618,0.03526,0.03784,0.03686,0.02038,0.0396,0.0404,0.06758,0.20482,0.28486,0.01672,0.0151,0.0106,0.01228,0.01516,0.02756,0.01498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067,0.01952,0.03332,0.04978,0.06204,0.07616,0.10062,0.11492,0.1116,0.09942,0.0731,0.06938,0.06884,0.0598,0.03356,0.01744,0.00336,0.00044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00052,0.00514,0.0158,0.0331,0.0526,0.07154,0.09136,0.10382,0.10998,0.11114,0.10386,0.0901,0.06912,0.05196,0.04052,0.02496,0.0155,0.00812,0.00086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00194,0.0128,0.031,0.05414,0.0772,0.0956,0.11182,0.11466,0.10932,0.1001,0.08494,0.06718,0.05,0.03756,0.02472,0.01392,0.00684,0.00444,0.00158,0.00024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FloorLamp,D00447.obj,0.29214990904600974,0.25825932482769304,0.03380525351910857,0.0004990661706672543,0.07865988701031641,1.9007881991994982e-05,0.052413814119732983,0.01856,0.03932,0.0489,0.05206,0.0573,0.06236,0.06746,0.07462,0.07194,0.06596,0.0582,0.05652,0.05352,0.04632,0.04114,0.03538,0.02662,0.02306,0.0196,0.01578,0.0133,0.01204,0.00954,0.00856,0.00662,0.00528,0.00488,0.00268,0.00188,0.0006,0.00046,0.00332,0.00976,0.01702,0.01432,0.0414,0.04416,0.0256,0.0262,0.02724,0.03998,0.05008,0.07258,0.08568,0.3212,0.01932,0.02594,0.14698,0.02876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00988,0.01818,0.03076,0.04458,0.058,0.0792,0.08142,0.08222,0.0972,0.11658,0.09076,0.09882,0.0854,0.03802,0.0367,0.01354,0.00838,0.01036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00148,0.0077,0.01874,0.03276,0.04796,0.06698,0.08506,0.09224,0.09936,0.10426,0.10496,0.0889,0.07976,0.06266,0.05346,0.03444,0.01564,0.0036,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027,0.01464,0.03288,0.05536,0.0762,0.08932,0.10268,0.10812,0.10722,0.0959,0.08544,0.07174,0.05852,0.04226,0.02756,0.01598,0.0091,0.00368,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FloorLamp,D00495.obj,0.05490539340384198,0.053244999679001474,0.017733409253201302,7.98418213286246e-05,0.042098362385446474,8.026287857822838e-05,0.004086645123641628,0.03358,0.03944,0.05534,0.06628,0.07296,0.0665,0.06618,0.05972,0.05634,0.05058,0.04742,0.04442,0.04,0.03872,0.03502,0.03282,0.02962,0.0272,0.02478,0.0216,0.018,0.01728,0.0138,0.01236,0.00854,0.00766,0.00602,0.00406,0.00278,0.00098,0.0048,0.01322,0.02234,0.03996,0.04532,0.0862,0.05582,0.09702,0.07688,0.08656,0.09322,0.17664,0.02754,0.02778,0.03716,0.01086,0.00198,0.00272,0.00252,0.00342,0.07836,0.00968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02726,0.0308,0.0465,0.097,0.15132,0.10896,0.10276,0.1078,0.08234,0.05694,0.04536,0.03798,0.04572,0.0172,0.01256,0.018,0.01134,0.00016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00796,0.03078,0.0507,0.0688,0.10316,0.1349,0.13542,0.12628,0.1062,0.08198,0.05952,0.03972,0.02522,0.0173,0.00818,0.0029,0.00098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01158,0.04836,0.08362,0.11572,0.13326,0.14228,0.1359,0.11542,0.08678,0.05702,0.03534,0.01976,0.00902,0.00424,0.00152,0.00018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FloorLamp,D00563.obj,0.11333250436532795,0.1456477399190102,0.029069307452174304,9.017011419353864e-05,0.053014494898209155,1.6650310002653637e-06,0.09657318414230873,0.03606,0.04434,0.04578,0.0486,0.05356,0.06314,0.05742,0.05684,0.05786,0.06268,0.06868,0.06786,0.06302,0.05122,0.04112,0.03176,0.02468,0.01914,0.01686,0.01464,0.0154,0.0118,0.01082,0.01026,0.00824,0.00626,0.00584,0.00344,0.00212,0.00056,0.0049,0.03952,0.05882,0.02204,0.03656,0.0361,0.04728,0.00242,0.0,0.0,0.0,0.57598,0.02122,0.00938,0.01896,0.01708,0.02138,0.03016,0.0582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03698,0.04492,0.0313,0.02524,0.03056,0.145,0.1901,0.04936,0.08802,0.1029,0.10362,0.11426,0.02534,0.00118,0.0013,0.00186,0.00378,0.0036,0.00068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01168,0.03314,0.05362,0.06808,0.07226,0.06944,0.0732,0.10522,0.12732,0.10006,0.09006,0.06572,0.05502,0.04488,0.02474,0.0036,0.00146,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01524,0.06514,0.10502,0.11042,0.09956,0.09856,0.08866,0.0774,0.0683,0.06912,0.06928,0.05758,0.03086,0.01966,0.01594,0.00822,0.00092,0.00012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FloorLamp,D00580.obj,0.017450743321597805,0.009661147405293368,0.006100914114230919,9.46169563992722e-05,0.020735037056219947,0.00015449777171096967,0.04956707231390329,0.05632,0.0672,0.07612,0.06784,0.04682,0.04048,0.03818,0.0406,0.0409,0.04086,0.04424,0.04712,0.05468,0.05604,0.04934,0.04096,0.03204,0.02594,0.02262,0.0188,0.01768,0.01592,0.01224,0.0106,0.00854,0.00786,0.00718,0.00626,0.00462,0.002,0.000580069608353,0.0080009601152138,0.0042405088610633,0.4440532863943673,0.1322758731047725,0.1249149897987758,0.1608192983157979,0.0603672440692883,0.0118814257710925,0.052686322358683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0007200864103694e-05,0.0,0.0,0.0001200144017282,0.0,0.0,0.0,0.0,0.0,0.12512,0.28146,0.13034,0.0385,0.20702,0.12942,0.07762,0.00882,0.00096,6e-05,0.00016,8e-05,8e-05,8e-05,0.0001,0.00014,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10528,0.21526,0.20096,0.2458,0.1852,0.04384,0.00298,2e-05,8e-05,4e-05,0.00024,0.00016,0.00012,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14628,0.3032,0.26174,0.20262,0.077,0.00832,0.00052,0.00014,0.00014,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FloorLamp,D00740.obj,0.08391112408509104,0.12684667127223553,0.02770644555855203,4.677799537810145e-05,0.053501162869049726,0.00010952759671008196,0.059510769282182324,0.04728,0.08404,0.0776,0.06684,0.05636,0.048,0.04366,0.04344,0.04246,0.04248,0.04014,0.04148,0.04288,0.0391,0.03794,0.03376,0.02948,0.0269,0.0244,0.02304,0.01886,0.01588,0.01476,0.01232,0.0126,0.01114,0.00986,0.00728,0.00444,0.00158,0.0,0.0,0.05674,0.03084,0.02016,0.05262,0.01892,0.02832,0.0289,0.01026,0.07276,0.01322,0.07496,0.07938,0.26328,0.10496,0.03868,0.0156,0.0375,0.0,0.0529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02422,0.0659,0.0657,0.06874,0.04734,0.0771,0.09112,0.06946,0.0766,0.0661,0.05124,0.06626,0.05616,0.05468,0.03628,0.03886,0.02788,0.01636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00466,0.02982,0.0569,0.07882,0.09592,0.0836,0.0908,0.10618,0.11854,0.11108,0.07766,0.04404,0.02962,0.02824,0.02622,0.01558,0.00232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00876,0.04586,0.08976,0.12272,0.13092,0.1361,0.11732,0.09854,0.08368,0.06178,0.04556,0.02722,0.01494,0.00868,0.0056,0.00206,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FloorLamp,D00856.obj,0.09676471870900005,0.14057629799163446,0.031091369680868897,5.9111692736718876e-05,0.06883780943371474,0.0001622373696155151,0.038773371247085034,0.03934,0.07478,0.08854,0.08432,0.06504,0.04634,0.03712,0.03324,0.03076,0.03266,0.03916,0.04574,0.04806,0.04844,0.04548,0.0368,0.0288,0.02146,0.02036,0.01872,0.01778,0.0166,0.01688,0.01544,0.01384,0.01296,0.00974,0.00612,0.00412,0.00136,0.0,0.0,0.00052,0.09624,0.0663,0.18078,0.14804,0.03104,0.01824,0.07002,0.11134,0.1859,0.00532,0.0,0.0,0.02138,0.0,0.0,0.01576,0.0,0.0,0.0,0.01178,0.03734,0.0,0.0,0.0,0.0,0.0,0.0,0.03582,0.07546,0.12426,0.16188,0.08202,0.05804,0.05756,0.15146,0.10192,0.05406,0.02132,0.01122,0.0099,0.01024,0.0084,0.0032,0.0267,0.00654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01202,0.04558,0.09466,0.14722,0.16182,0.16264,0.16026,0.10782,0.04636,0.02828,0.02018,0.0088,0.00152,0.00142,0.00086,0.00056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01826,0.07868,0.14064,0.19568,0.20568,0.17066,0.10818,0.04912,0.0213,0.00772,0.00232,0.00132,0.00032,4e-05,6e-05,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FloorLamp,D00875.obj,0.10171722730129931,0.09141114048489676,0.03304212543479263,0.00017044088470083942,0.06831392929115346,6.272032778910818e-05,0.013900650779291002,0.02838,0.04992,0.05926,0.06352,0.0673,0.0693,0.06542,0.0565,0.05176,0.04734,0.04854,0.04642,0.04278,0.0403,0.0365,0.03248,0.03048,0.0256,0.0229,0.01968,0.01834,0.01482,0.01412,0.01284,0.01046,0.00926,0.0072,0.00494,0.00268,0.00096,0.0,0.02394,0.03976,0.11258,0.1772,0.10748,0.02796,0.0562,0.0189,0.01834,0.2079,0.04174,0.01918,0.02306,0.08622,0.00872,0.0165,0.00374,0.01058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0329,0.06002,0.08816,0.10752,0.16436,0.13532,0.11344,0.1129,0.0769,0.04542,0.0152,0.01494,0.0191,0.00536,0.00252,0.00472,0.0012,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00946,0.0469,0.08652,0.1208,0.14412,0.14568,0.13846,0.12314,0.09702,0.0496,0.02062,0.01122,0.00414,0.00198,0.00034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01482,0.07274,0.13042,0.16224,0.1691,0.15514,0.12122,0.0853,0.05052,0.02492,0.00972,0.00274,0.00088,0.00022,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FloorLamp,D00876.obj,0.12444528288183582,0.11481240334656972,0.013664566397399833,0.00019682165205056363,0.02905462435192191,0.0,0.01878409086967177,0.01724,0.0358,0.04774,0.05572,0.06114,0.06606,0.06472,0.06056,0.0669,0.06738,0.06826,0.06102,0.05284,0.04764,0.03912,0.03352,0.028,0.02476,0.02152,0.01866,0.01668,0.0134,0.00972,0.00778,0.00466,0.0037,0.0024,0.00184,0.00094,0.00028,0.0,0.00018,0.01036,0.01028,0.0,0.02244,0.00726,0.0059,0.01548,0.10378,0.07906,0.06724,0.06428,0.06464,0.22502,0.23734,0.0,0.0,0.0111,0.0,0.0,0.01098,0.0,0.0,0.06466,0.0,0.0,0.0,0.0,0.0,0.0093,0.02114,0.03214,0.04266,0.05432,0.0623,0.07502,0.08886,0.09314,0.08526,0.08156,0.06668,0.06926,0.07042,0.07008,0.0467,0.02784,0.00332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00076,0.00678,0.0175,0.02898,0.04304,0.0585,0.07018,0.08552,0.09104,0.09656,0.0962,0.09226,0.0779,0.06316,0.04862,0.04096,0.03302,0.0219,0.01908,0.00804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00218,0.0133,0.0292,0.05176,0.07032,0.08322,0.09318,0.09878,0.09874,0.09368,0.08456,0.07122,0.0558,0.04456,0.03356,0.0262,0.01828,0.01422,0.00968,0.00532,0.00212,0.00012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FloorLamp,D00888.obj,0.1083338037976327,0.13240800564241537,0.03749176728983464,9.577604060314373e-05,0.06763931082430032,6.7972805429302e-05,0.07339772681620553,0.01804,0.04436,0.06096,0.06636,0.06622,0.06312,0.06554,0.06162,0.05606,0.05232,0.04916,0.04626,0.04554,0.04444,0.0393,0.03528,0.0338,0.02798,0.02506,0.02044,0.01788,0.01406,0.01178,0.0104,0.00776,0.00618,0.00482,0.00298,0.0017,0.00058,0.0007,0.00056,0.00108,0.0,0.002,0.05154,0.35648,0.09898,0.12022,0.10918,0.06294,0.0486,0.0,0.04024,0.0,0.02198,0.0,0.0,0.02208,0.0,0.0,0.02294,0.0,0.0,0.04048,0.0,0.0,0.0,0.0,0.0,0.01512,0.05062,0.08124,0.10218,0.12606,0.14116,0.14014,0.09684,0.0546,0.03956,0.03258,0.02696,0.02138,0.0184,0.0167,0.01278,0.01612,0.00734,0.00022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00298,0.02046,0.05238,0.08388,0.12254,0.15122,0.16656,0.14816,0.08756,0.0597,0.04436,0.02992,0.01816,0.00742,0.0038,0.00088,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00572,0.03462,0.0782,0.12146,0.15376,0.16998,0.15862,0.12264,0.07366,0.04232,0.02344,0.01012,0.00442,0.00096,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FloorLamp,D00924.obj,0.13011878409171418,0.18927450310872948,0.06273277590930142,7.981676565700315e-05,0.12285428746370448,0.00020803700324560943,0.021703947624247447,0.07444,0.09834,0.06704,0.06028,0.0402,0.03324,0.03346,0.03986,0.04046,0.03918,0.04038,0.04232,0.044,0.04604,0.04456,0.03576,0.03032,0.02824,0.0279,0.02476,0.01938,0.0141,0.01168,0.0113,0.01036,0.01126,0.01114,0.00984,0.00748,0.00268,0.00158,0.00792,0.02518,0.02394,0.0182,0.03238,0.0627,0.00796,0.01038,0.0184,0.01524,0.0286,0.17934,0.08134,0.15492,0.18434,0.05562,0.09196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03964,0.08314,0.07704,0.06782,0.07414,0.08658,0.0621,0.03978,0.03056,0.03912,0.05708,0.03098,0.10998,0.06834,0.06528,0.02422,0.04294,0.00126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00948,0.04392,0.05984,0.08624,0.11096,0.13084,0.13246,0.10972,0.09338,0.06614,0.0519,0.04072,0.03122,0.02334,0.00966,0.00018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01498,0.0611,0.10968,0.15194,0.16164,0.14866,0.12124,0.08872,0.06044,0.03914,0.02218,0.01156,0.00564,0.00242,0.00066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FloorLamp,D00955.obj,0.09253138477034893,0.0951849079619175,0.023473562575184397,0.00011744304268577621,0.0512788118807957,9.506821724722222e-05,0.0385281280925573,0.05854,0.07936,0.07728,0.06464,0.06048,0.05066,0.0499,0.04584,0.0451,0.042,0.04056,0.0353,0.0353,0.03412,0.03208,0.02858,0.02356,0.0208,0.01908,0.01826,0.0174,0.0166,0.01672,0.0172,0.0166,0.0156,0.01386,0.01178,0.00918,0.00362,0.03648,0.13678,0.06372,0.03784,0.03862,0.06156,0.09224,0.0481,0.02898,0.13926,0.11658,0.03032,0.0221,0.03928,0.0,0.0,0.0,0.0,0.0,0.01098,0.0062,0.0607,0.03026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05036,0.08182,0.08146,0.1161,0.14408,0.1371,0.08934,0.06582,0.0378,0.02884,0.0318,0.0327,0.02928,0.02618,0.0231,0.00972,0.00772,0.00678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02638,0.08112,0.12088,0.1327,0.12684,0.13112,0.11894,0.08506,0.05606,0.04182,0.03388,0.02054,0.01174,0.0062,0.006,0.00072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05222,0.13364,0.16758,0.16448,0.14196,0.11304,0.08744,0.05854,0.03678,0.02158,0.0127,0.00624,0.00232,0.00096,0.00044,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FloorLamp,D00981.obj,0.11806501326313637,0.0834324581343045,0.020426108805687213,0.0003219845148221629,0.045456051318132636,4.9427122780827226e-05,0.011781269533273936,0.02114,0.04682,0.0605,0.0647,0.06152,0.05766,0.05794,0.05732,0.06022,0.06294,0.0585,0.0556,0.0478,0.04314,0.03706,0.03446,0.03106,0.02552,0.02172,0.01782,0.01558,0.01272,0.01216,0.00916,0.00832,0.00656,0.0053,0.00378,0.00226,0.00072,0.0,0.0,0.04236,0.03994,0.0309,0.02306,0.0215,0.01964,0.05204,0.07538,0.4989,0.02698,0.01,0.0107,0.01202,0.01162,0.0127,0.01402,0.01086,0.01474,0.01212,0.01334,0.01342,0.03376,0.0,0.0,0.0,0.0,0.0,0.0,0.0108,0.03092,0.05454,0.0797,0.11254,0.1248,0.13092,0.1015,0.07526,0.05936,0.04048,0.03652,0.0377,0.03824,0.0301,0.01974,0.01564,0.00124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00184,0.0121,0.03306,0.06004,0.08998,0.11858,0.13816,0.13492,0.1212,0.09374,0.0658,0.0452,0.03462,0.02482,0.0162,0.00886,0.00088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00404,0.0254,0.05486,0.09382,0.12414,0.13924,0.14434,0.1292,0.1012,0.07386,0.04836,0.03066,0.0176,0.00792,0.00396,0.00126,0.00014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FloorLamp,m617.obj,0.030004493564636935,0.021650329976987213,0.012731425319712787,8.510618918961998e-05,0.02653047225413626,0.00020602628779194842,0.00924307638409143,0.05758,0.08846,0.07776,0.0604,0.04762,0.04044,0.04212,0.04252,0.04272,0.04566,0.04362,0.04338,0.04112,0.04004,0.03838,0.0328,0.03006,0.02394,0.02334,0.0199,0.01896,0.01674,0.01586,0.01518,0.0125,0.01214,0.01136,0.00784,0.0057,0.00186,0.0,0.01644,0.01584,0.0209,0.08604,0.06788,0.06178,0.10306,0.08502,0.1062,0.12856,0.05188,0.01904,0.01466,0.02508,0.01672,0.01276,0.01736,0.0431,0.0346,0.05308,0.01088,0.00912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03002,0.09494,0.132,0.15524,0.12262,0.05312,0.02058,0.01614,0.0177,0.03478,0.04062,0.06624,0.07668,0.06472,0.04622,0.02176,0.00616,0.00046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00798,0.0507,0.11082,0.14892,0.14308,0.12308,0.09754,0.09034,0.07812,0.06726,0.04268,0.0255,0.01098,0.00292,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.08548,0.15672,0.18834,0.1777,0.14008,0.10244,0.0649,0.03616,0.018,0.00886,0.00404,0.00118,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FloorLamp,m618.obj,0.009587766153864963,0.004638469350195417,0.033511133813231626,8.334328396066435e-05,0.044163606932590756,0.004840400296839079,0.002425363169776709,0.2854,0.05674,0.03766,0.03442,0.03284,0.02928,0.02814,0.02608,0.0248,0.02144,0.02152,0.02206,0.02028,0.02164,0.04148,0.02576,0.01594,0.01694,0.01602,0.01464,0.01522,0.01664,0.01756,0.01884,0.01914,0.02114,0.02128,0.02434,0.0315,0.02126,0.02194,0.0,0.0,0.00446,0.0,0.0317,0.02866,0.0,0.0,0.0,0.0,0.0445,0.18472,0.1661,0.23596,0.10524,0.03904,0.073,0.04362,0.02106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14724,0.21012,0.0576,0.03118,0.02266,0.01358,0.02078,0.01446,0.01156,0.0255,0.01926,0.01304,0.0597,0.09418,0.10148,0.08912,0.06296,0.00558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05682,0.1693,0.15438,0.20218,0.21496,0.14104,0.05214,0.00908,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0892,0.32088,0.35474,0.1904,0.04198,0.00278,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
